SMILES,SAscore
CCC(C)CCc1cccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)c1,2.8914673051896767
c1ccc(C(=C(c2ccccc2)c2cccc(-c3cnc4c(n3)C(c3ccccc3)c3nsnc3C4c3ccccc3)c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,4.067723795686312
CC1=C(c2ccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)CC=C(C(C)(C)C)O1,2.9343545992709057
C[Si]1(c2ccccc2-c2cccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1,3.422607256537132
C[N+](C)(C)c1cccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)c1,2.4570525298672408
C1=CC2=C(c3ccccc3)c3ccc([nH]3)C(c3ccc(-c4ccccc4N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)=C3C=CC(=C(c4ccccc4)c4ccc([nH]4)C(c4ccccc4)=C1[N]2)[N]3,5.856457383884487
C[n+]1ccc(C#Cc2cccc(-c3ccccc3N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2)cc1,2.979892244530623
c1ccc(C(=C(c2ccccc2)c2cccc(-c3ccc4sc5ccccc5c4c3)c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,2.5960999958534643
C(#C[Si]1(c2ccccc2)C(c2ccccc2)=C(c2ccccc2)C(c2ccccc2)=C1c1ccccc1)c1ccc(Oc2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1,3.856100533957222
c1ccc(C(=C(c2ccccc2)c2cccc(-c3cnc4cc5nccnc5cc4n3)c2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,2.8193043720972
Cc1cc(C)c(-c2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c(C)c1,2.4569388692288783
O=C([O-])C1=C(C[n+]2ccc(-c3cccc(N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c3)cc2)CSC2CC(=O)N12,3.944447785638326
N#CCNc1cccc(C(=C(c2ccccc2)c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1,2.4832075326021794
Oc1cc(-c2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c(O)n1O,2.7796902815609954
c1ccc(Cc2ccc(C(=C(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)cc2)cc1,2.0530555990232155
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3-c3cccc([Bi](c4ccccc4)c4ccccc4)c3)cc2)c2ccccc2)cc1,3.0660932298463193
F[B-]1(F)n2cccc2C(c2ccc(-c3cc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)ccc3N(c3ccccc3)c3ccccc3)cc2Br)=C2C=CC=[N+]21,3.784886067032172
C(#Cc1cccc(-c2ccccc2C(=C(c2ccccc2)c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c1)c1ccccc1,2.625466120176325
c1ccc(C2=C(c3ccccc3)[Si](c3ccccc3)(c3ccccc3)C(c3ccccc3-c3cccc(N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)c3)=C2c2ccccc2)cc1,3.539235255031903
O=C1C=C(Nc2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)C(=O)N1,2.6739908060912043
C(#Cc1cc[n+](CCCCCC[n+]2ccc(-c3ccc(N(c4ccccc4)c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)cc2)cc1)c1ccccc1,3.226460248970371
O=c1c(O)c(-c2cccc(C(=C(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)c2)oc2ccccc12,2.7307063090319748
CC1CC(C)(O)Cc2c(O)c3c(c(O)c21)C(=O)c1c(cccc1-c1ccccc1C(=C(c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1)C3=O,4.205975561846009
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2-c2cccc3c2Sc2ccccc2C3)c2ccccc2)cc1,2.8736881169349076
CCC[n+]1cc(C)c2cccc(-c3ccccc3N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2c1,3.006806181621812
C[Si]1(c2ccccc2)C(c2ccc3sccc3c2)=C(c2ccccc2)C(c2ccccc2-c2cccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2)=C1c1ccc2sccc2c1,4.391999591413525
O=S1(=O)C(c2ccccc2)=CC=C1c1cccc(-c2ccccc2C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)c1,3.0525342610567083
C1=CC2Nc3cccc(-c4ccc(C(=C(c5ccccc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5ccccc5)cc4)c3C2C=C1,3.636538982694873
CCCCCCCCCCc1cccc(N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c1,2.438121736716022
CCCCc1cc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)ccc1N(c1ccccc1)c1ccccc1,2.3638644803766056
CC1(C)OB(c2ccccc2-c2ccccc2C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)OC1(C)C,2.929100343009358
Cc1ccc(-c2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1,2.2584357063047378
CC1=[NH+][B-](F)(F)OC(Cc2ccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)=C1,3.2851717881795253
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2C2c3ccccc3-c3ccccc32)c2ccccc2)cc1,2.581622597439468
CC1=CCC(c2cccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)c2)C(C)C1,3.4308544430763463
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccc(-c4cnccn4)cc3)cc2)c2ccccc2)cc1,2.369562562607573
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2-c2ccc3c(c2)oc2ccccc23)c2ccccc2)cc1,2.646377613633444
CCCC[n+]1cccc(-c2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c1,2.811328049206118
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3cccc(-c4cccc5c4C4(c6ccccc6N5)c5ccccc5Sc5ccccc54)c3)cc2)c2ccccc2)cc1,3.754177147389223
CC1=CC2c3ccccc3NC2C(c2cccc(C(=C(c3ccccc3)c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c2)=C1,3.7904131344104464
O=c1ccnc(-c2ccc(N(c3ccccc3)c3ccc(C(=C(c4ccccc4)c4ccccc4)c4ccccc4)cc3)cc2)[nH]1,2.50621471140912
CCC(C)CCCCc1ccccc1C(=C(c1ccccc1)c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,3.014539878905669
Cc1cc(C)c(B(c2ccccc2)c2c(C)cc(C)c(-c3cc(N(c4ccccc4)c4ccccc4)ccc3C(=C(c3ccccc3)c3ccccc3)c3ccccc3)c2C)c(C)c1,3.3674369020158252
c1ccc(C(=C(c2ccccc2)c2ccccc2-c2cccc3c2-c2ccccc2C3)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,2.6299779039353464
C#Cc1ccc(-c2ccccc2N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)cc1,2.474820057088767
C[Si]1(c2ccccc2)C([Si](C)(c2ccccc2)c2ccccc2)=C(c2ccccc2)C(c2ccccc2-c2cccc(C(=C(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)c2)=C1[Si](C)(c1ccccc1)c1ccccc1,4.607788931127329
O=CC1=C(C=O)C(C=O)=C2C(c3cccc(C(=C(c4ccccc4)c4ccccc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3)=CC(c3ccccc3)=CN2C1,3.621151647731544
CCCCCCC(CC)c1ccccc1C(=C(c1ccccc1)c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,3.073553039384594
C[N+]1(C)CCNC(c2ccccc2C(=C(c2ccccc2)c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)C1,3.4296230166865342
O=C(O)C1=C(C[n+]2ccc(-c3cccc(C(=C(c4ccccc4)c4ccccc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)c3)cc2)CSC2CC(=O)N12,3.791778959727395
CCCCCCCCCCC(CC)c1ccccc1C(=C(c1ccccc1)c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,3.1480547182114513
CCCCCCC1(CCCCC)c2ccccc2-c2c(-c3ccccc3C(=C(c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc3)cccc21,3.5694460227179805
c1ccc(C(=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2-c2ccccc2B2Nc3cccc4cccc(c34)N2)c2ccccc2)cc1,3.191554807681375
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)c(-c3cccc4c3Nc3ccccc3C43c4ccccc4Oc4ccccc43)c2)c2ccccc2)cc1,3.729538685850761
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3-c3ccc4ccc5cccnc5c4n3)cc2)c2ccccc2)cc1,2.745807129997317
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3-c3ccc4ccccc4c3)cc2)c2ccccc2)cc1,2.3725414017908815
F[B-]1(F)n2cccc2C(c2ccc(Cl)c(-c3ccc(C(=C(c4ccccc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)c4ccccc4)cc3)c2)=C2C=CC=[N+]21,3.6811619470843224
CC[n+]1cccc(-c2cc(N(c3ccccc3)c3ccccc3)ccc2C(=C(c2ccccc2)c2ccccc2)c2ccccc2)c1,2.7909061937949673
CNCc1cc(N(c2ccccc2)c2ccccc2)ccc1C(=C(c1ccccc1)c1ccccc1)c1ccccc1,2.4148345416700767
Fc1ccc(-c2ccccc2C(=C(c2ccccc2)c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,2.293924775908735
CSc1ccccc1C(=C(c1ccccc1)c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccccc1,2.274459725607853
CC(C)c1cccc(N(c2ccccc2)c2ccc(C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)c1,2.204813388945185
C[Si]1(c2ccc(-c3ccccc3C(=C(c3ccccc3)c3ccccc3)c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)C(c2cc3ccccc3s2)=C(c2ccccc2)C(c2ccccc2)=C1c1cc2ccccc2s1,3.923460699933769
F[B-]1(F)n2cccc2C(c2ccc([IH]c3cc(N(c4ccccc4)c4ccccc4)ccc3C(=C(c3ccccc3)c3ccccc3)c3ccccc3)cc2)=C2C=CC=[N+]21,4.104693933665631
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3cccc(-c4ccc5c(c4)sc4ccccc45)c3)cc2)c2ccccc2)cc1,2.596251771001395
C[N+](C)c1cc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)ccc1N(c1ccccc1)c1ccccc1,2.4762951507317865
Cc1ccc(C2=CC(c3ccccc3)=C(c3cccc(-c4cccc(C(=C(c5ccccc5)c5ccc(N(c6ccccc6)c6ccccc6)cc5)c5ccccc5)c4)c3)C2)cc1,3.0599059248458165
C[C]1CCC[C@]2(C)c3cc(Br)c(N=Cc4c(O)cccc4-c4ccccc4C(=C(c4ccccc4)c4ccccc4)c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3CCC12,4.45539126043355
S=C(S)Sc1cccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc2)c1,2.5890794977902942
CC(C[n+]1ccccc1)c1ccccc1N(c1ccccc1)c1ccc(C(=C(c2ccccc2)c2ccccc2)c2ccccc2)cc1,3.1979040558089817
Nc1ccc2c3n4c(c2c1)N=c1c2ccc(N)cc2c2n1[Co]41n4c(c5cc(N)c(-c6ccccc6N(c6ccccc6)c6ccc(C(=C(c7ccccc7)c7ccccc7)c7ccccc7)cc6)cc5c4N=2)N=c2c4ccc(N)cc4c(n21)=N3,5.578744348232879
c1ccc(C(=C(c2ccccc2)c2ccc(N(c3ccccc3)c3ccccc3-c3ccc4sc5ccccc5c4c3)cc2)c2ccccc2)cc1,2.644431352112777
